Station Name,Station information,Phone number,Access,Access times,Level 1 charging stations,Level 2 charging stations,DC Fast charging stations,Network,Network website,Open date,Connections,Address,City,State,Zip code,Location 1
CCSF - SFO,"SFO LOT B-1; Domestic Garage Level 1 Section B
SFO LOT B-2; Domestic Garage Level 1 Section B",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,305 Domestic Terminals Arrivals Level,San Francisco,CA,94128,"(37.615412, -122.3859531)"
Boardwalk Nissan,,650-364-0100,Public - Call ahead,Dealership business hours,,3,,,,03/15/2011,,1 Bair Island Rd,Redwood City,CA,94063,"(37.495963, -122.227322)"
SMCCD,"CSM LOT 3; In the DaVinci Lot (Lot #3) on the west end
HILLSDALE 1",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,1700 W Hillsdale Blvd,San Mateo,CA,94402,"(37.531883, -122.333402)"
New Leaf Shopping Center,,877-455-3833,Public - Card key at all times,24 hours daily; EVgo network subscription and key fob required,,1,4,eVgo Network,https://www.evgo.com/,,,150 San Mateo Rd,Half Moon Bay,CA,94019,"(37.46864, -122.432702)"
PALO ALTO CA,"MPL #1; -
MPL #2; -
MPL #3; -
MPL #4; -
MPL #5; -
MPL 6; First station to the right of the main entrance",888-758-4389,Public,24 hours daily,,6,,ChargePoint Network,http://www.chargepoint.com/,,,3700 Middlefield Rd,Palo Alto,CA,94303,"(37.42338, -122.113824)"
FACEBOOK,"MPK 15-10; -
MPK 15-1; -
MPK 15-2; -
MPK 15-3GW; -
MPK 15-4; -
MPK 15-6; -
MPK 15-7; -
MPK 15-8; -
MPK 15-9; -",888-758-4389,Public,24 hours daily,,18,,ChargePoint Network,http://www.chargepoint.com/,,,1 Hacker Way  Building 15,Menlo Park,CA,94025,"(37.484926, -122.148201)"
Menlo College,Enter on Encinal Ave from El Camino and turn left immediately into parking lot; chargers on left side,800-556-5054,Public,24 hours daily,4,2,,,,11/15/2017,,1000 El Camino Real,Atherton,CA,94027,"(37.458145, -122.194842)"
SMCCD,"CSM 1
DIST OFFICE 2; On the back side of the SMCCCD Office near the south east corner of the building
DIST OFFICE 3; On the back side of the SMCCCD Office near the south east corner of the building
DISTRICT OFFICE; On the back side of the SMCCCD Office near the south east corner of the building",888-758-4389,Public,24 hours daily,,8,,ChargePoint Network,http://www.chargepoint.com/,,,3401 CSM Dr,San Mateo,CA,94402,"(37.530782, -122.337949)"
Whole Foods Market,,877-455-3833,Public - Card key at all times,24 hours daily; EVgo network subscription and key fob required,,1,4,eVgo Network,https://www.evgo.com/,,,1250 Jefferson Ave,Redwood City,CA,94062,"(37.482597, -122.231754)"
PUBLIC CHARGERS,CITY HALL; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1901-1941 O'Farrell St,San Mateo,CA,94403,"(37.5481213, -122.3150743)"
Oyster Point Office Building,,888-998-2546,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,5,,Blink Network,http://www.blinkcharging.com/,,,343 Oyster Point Boulevard,South San Francisco,CA,94080,"(37.66515, -122.389663)"
CCSF - SFO,"SFO INT LOT A-4; International Parking Garage A Level 7
SFO INT LOT A-5; International Parking Garage A Level 7",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,San Francisco International Airport International Parking Garage A,San Francisco,CA,94128,"(37.6141309, -122.3915951)"
ProInsurance,,650-326-1900,Public,8:30am-5pm M-F,,1,,,,11/15/2017,,3925 Bohannon Dr,Menlo Park,CA,94025,"(37.479084, -122.17957)"
Britannia Oyster Point Business Plaza,Located outside of the parking garage,888-998-2546,Public,MON: 5:00am-8:00pm | TUE: 5:00am-8:00pm | WED: 5:00am-8:00pm | THU: 5:00am-8:00pm | FRI: 5:00am-8:00pm | SAT: 6:00am-6:00pm | SUN: 6:00am-6:00pm,,,2,Blink Network,http://www.blinkcharging.com/,,,1110 Veterans Boulevard,South San Francisco,CA,94080,"(37.664328, -122.390915)"
601 MARSHALL,STATION 5,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,601 Marshall,Redwood City,CA,94063,"(37.4876961, -122.2288886)"
BAYSHORE TECH,"1600 BRDG PKY 3
1600 BRIDGE (2); -
1600 BRIDGE 4; -
1600 BRIDGE 5; -
1600 BRIDGE PKY; -",888-758-4389,Public,24 hours daily,,10,,ChargePoint Network,http://www.chargepoint.com/,,,1600 Bridge Pkwy,Redwood City,CA,94065,"(37.536576, -122.258393)"
FACEBOOK,"MPK 20-10
MPK 20-11
MPK 20-12
MPK 20-13
MPK 20-14; -
MPK 20-15
MPK 20-16
MPK 20-17
MPK 20-18
MPK 20-19
MPK 20-1; -
MPK 20-20
MPK 20-2; -
MPK 20-3; -
MPK 20-4; -
MPK 20-5; -
MPK 20-6; -
MPK 20-7; -
MPK 20-8; -
MPK 20-9
MPK 21 10; MPK21 Garage East of Lobby 9
MPK 21 11; MPK21 Garage East of Lobby 9
MPK 21 12; MPK21 Garage East of Lobby 9
MPK 21 13; MPK21 Garage East of Lobby 9
MPK 21 14; MPK21 Garage East of Lobby 9
MPK 21 15; MPK21 Garage East of Lobby 9
MPK 21 16; MPK21 Garage East of Lobby 9
MPK 21 17; MPK21 Garage East of Lobby 9
MPK 21 18; MPK21 Garage East of Lobby 9
MPK 21 19; MPK21 Garage East of Lobby 9
MPK 21 1; East side of MPK21 Garage
MPK 21 20; MPK21 Garage East of Lobby 9
MPK 21 21; MPK21 Garage East of Lobby 9
MPK 21 22; East of Lobby 9
MPK 21 23; MPK21 Garage East of Lobby 9
MPK 21 24; MPK21 Garage East of Lobby 9
MPK 21 25; MPK21 Garage East of Lobby 9
MPK 21 26; MPK21 Garage East of Lobby 9
MPK 21 27; East of Lobby 6
MPK 21 28; MPK21 East of Lobby 6
MPK 21 29; MPK21 Garage East of Lobby 9
MPK 21 2; East side of MPK21 Garage
MPK 21 30; MPK21 Garage East of Lobby 9
MPK 21 3; East side of MPK21 Garage
MPK 21 4; MPK21 Garage South East of Lobby 6
MPK 21 5; MPK21 Garage South East of Lobby 6
MPK 21 6; MPK21 Garage South East of Lobby 6
MPK 21 7; MPK21 Garage South East of Lobby 6
MPK 21 8; MPK21 Garage South East of Lobby 6
MPK 21 9; MPK21 Garage East of Lobby 9
MPK 21 FC 2; East of Lobby 9",888-758-4389,Public,24 hours daily,,100,2,ChargePoint Network,http://www.chargepoint.com/,,,1 Facebook Way,Menlo Park,CA,94025,"(37.481159, -122.154442)"
BMW PETER PAN,STATION DC200; -,888-758-4389,Public,24 hours daily,,,1,ChargePoint Network,http://www.chargepoint.com/,,,1625 Adrian Rd,Burlingame,CA,94010,"(37.5969, -122.373812)"
MENLO PARK,CIVIC CNTR ST 1; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,400-598 Mielke Dr,Menlo Park,CA,94025,"(37.45325, -122.1772105)"
STATION 1,"01SGGARAGE2G; Second floor of garage. Entry off Sharon Rd. 
02SGGARAGE2NG; Second floor of garage. Entry off Sharon Rd. 
03SGGARAGE2NG; Second floor of garage. Entry off Sharon Rd.
04SGGARAGE2NG; Second floor of garage. Entry off Sharon Rd. 
05SGGARAGE2NG; Second floor of garage. Entry off Sharon Rd.",888-758-4389,Public,24 hours daily,,10,,ChargePoint Network,http://www.chargepoint.com/,,,350 Sharon Rd,Menlo Park,CA,94025,"(37.4251922, -122.1984677)"
BAYSHORE TECH,3600 BRIDGE PKY; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,3600 Bridge Pkwy,Redwood City,CA,94065,"(37.5369736, -122.2540527)"
GE WattStation,,855-443-3873,Private,,,1,,GE WattStation,https://www.gewattstation.com,,,120  Golden Hills Dr,Portola Valley,CA,94028,"(37.391028, -122.218063)"
BMW GROUP,"SKYPARK 2; Free Charging, indoor valet parking fees apply
SKYPARK 3; -Free Charging, indoor valet parking fees apply
SKYPARK 4; Free Charging, indoor valet parking fees apply
SKYPARK 5; Free Charging, indoor valet parking fees apply",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,1000 San Mateo Ave,San Bruno,CA,94080,"(37.634933, -122.4096)"
4700 BOHANNON,4700 BOHANNON; Located outside of the front entrance of 4700 Bohannon,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,4700 Bohannon Dr,Menlo Park,CA,94025,"(37.4795431, -122.1749536)"
SMCCD,SKY LOT M2; Parking lot M,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,6 College Rd,San Bruno,CA,94066,"(37.6308652, -122.4681746)"
CITY OF REDWOOD,VETERANS BLDING; Near front entrance,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,799 St Francis St,Redwood City,CA,94061,"(37.4719595, -122.2399898)"
Kaiser - Redwood City,,800-663-5633,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,13,,SemaCharge Network,http://www.semacharge.com/,,,1150 Veterans Boulevard,Redwood City,CA,94063,"(37.4893706, -122.223814)"
SMCCD,"CSM LOT 5 EV_2; On the south side of Lot 5
CSM LOT 5 EV_3; South side of lot 5
CSM LOT 5 ST 1; On the south side of Lot 5",888-758-4389,Public,24 hours daily,,6,,ChargePoint Network,http://www.chargepoint.com/,,,1700 West Hillsdale Blvd Marie Curie Lot 5,San Mateo,CA,94402,"(37.531883, -122.333402)"
MENLO PARK,PARKINGPLAZA2 1; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1198 Crane St,Menlo Park,CA,94025,"(37.4518221, -122.1860561)"
FACEBOOK,"MPK 28 11
MPK 28 12
MPK 28 13
MPK 28 14
MPK 28GW 3; -
MPK 28GW 4",888-758-4389,Public,24 hours daily,,12,,ChargePoint Network,http://www.chargepoint.com/,,,164 Jefferson Dr.,Menlo Park,CA,94025,"(37.481634, -122.172448)"
DC Station,,800-663-5633,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,4,,SemaCharge Network,http://www.semacharge.com/,,,2001 Juniperro Serra Blvd.,Daly City,CA,94014,"(37.7011118, -122.46981099999999)"
Palo Alto Technology Center,,,Private,For tenant use only,,6,,,,11/15/2017,,1810 Embarcadero Rd,Palo Alto,CA,94303,"(37.450532, -122.114855)"
Serramonte Center,Close to The Elephant Bar/Macy's,888-998-2546,Public,unknown,,,1,Blink Network,http://www.blinkcharging.com/,,,3 Serramonte Center,Daly City,CA,94015,"(37.6693, -122.470878)"
CCSF - SFO,SFO INT LOT G12; International Parking Garage G Level 7,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,San Francisco International Airport International Parking Garage G,Millbrae,CA,94030,"(37.6154248, -122.3931588)"
"The Ritz-Carlton, Half Moon Bay + Golf Links - Tesla Destination",,650-712-7040  877-798-3752,Public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,6,,Tesla Destination,https://www.tesla.com/destination-charging,07/01/2015,,1 Miramontes Point Rd,Half Moon Bay,CA,94019,"(37.434877, -122.441135)"
CAN,CAN LOT 2 ST1; North West Corner of Lot 2,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,Cañada College 4200 Farm Hill Dr.,Redwood City,CA,94061,"(37.4485868, -122.2646387)"
Marsh Manor Shopping Center,,877-455-3833,Public - Card key at all times,24 hours daily; EVgo network subscription and key fob required,,,4,eVgo Network,https://www.evgo.com/,,,3640 Florence St,Redwood City,CA,94063,"(37.478278, -122.188966)"
EV CHARGER,HOTEL LUCENT,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,727 El Camino Real,Menlo Park,CA,94025,"(37.4514525, -122.1793225)"
San Francisco Airport - Marriott Waterfront,,650-692-9100,Public,24 hours daily; guest use only; see valet for access,,4,,,,07/20/2011,,1800 Old Bayshore Hwy,Burlingame,CA,94010,"(37.6023496, -122.3706759)"
SFPCU,"1ST FLOOR 1
1ST FLOOR 2",888-758-4389,Public,24 hours daily,,3,,ChargePoint Network,http://www.chargepoint.com/,,,Unnamed Road,San Bruno,CA,94066,"(37.6297922, -122.4234639)"
ACTELION,"AREUS 1; -
AREUS 2; -",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,5000 Shoreline Ct,South San Francisco,CA,94080,"(37.669887, -122.388425)"
PRIVATE GNE,"PS B NEW 1; located on first floor 
PS B NEW 2; On first floor
PS B NEW 3; On first floor
PS B NEW 4; located on the first floor
PS B NEW 5; located on first floor
PS B NEW 6; Located on first floor
PS B NEW 7; On first floor 
PS-B-1; NO PUBLIC ACCESS - Genentech parking stucture across from B45
PS-B-2; NO PUBLIC ACCESS - Genentech Parking structure across from B45",888-758-4389,Private,24 hours daily,,16,,ChargePoint Network,http://www.chargepoint.com/,,,625 E Grand Ave,South San Francisco,CA,94080,"(37.650246, -122.382565)"
BEST WESTERN CH,EV STATION 01,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1400 Cabrillo Hwy S,Half Moon Bay,CA,94019,"(37.4472379, -122.4296822)"
HUDSON 333 TWIN,STATION 2,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,333 Twin Dolphin Dr,Redwood City,CA,94065,"(37.5224707, -122.2576166)"
BAYSHORE TECH,2000 BRIDGE PKY; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,2000 Bridge Pkwy,Redwood City,CA,94065,"(37.5381948, -122.2584973)"
METRO TOWER,"989 E HILSDLE 3; Parking area 
989 E HLDSLE 2; Parking area 
989 E HLSDLE 1; Parking area",888-758-4389,Public,24 hours daily,,5,,ChargePoint Network,http://www.chargepoint.com/,,,Portal Ln,Foster City,CA,94404,"(37.5575532, -122.2735657)"
HUDSON 555 TWIN,"555 STATION 1; -
555 STATION 2; -",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,555 Twin Dolphin Dr,Redwood City,CA,94065,"(37.520592, -122.255907)"
600 HARRISON,PENLARK #1; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,2855 Campus Dr,San Mateo,CA,94403,"(37.536796, -122.3257083)"
STANFORD,"RWC B1 3
RWC B1 4
RWC L1 5
RWC L1 6
RWC L2 2
RWC L2 3
RWC L2 4
RWC L3 4
RWC L4 2
RWC L4 3
RWC L4 4
RWC L5 3
RWC L5 4
RWC L5 5",888-758-4389,Public,24 hours daily,,26,,ChargePoint Network,http://www.chargepoint.com/,,,425 Broadway,Redwood City,CA,94063,"(37.484241, -122.203725)"
Park James Hotel - Tesla Destination,,650-304-3880  877-798-3752,Public,24 hours daily; for Tesla use only; for customer use only; see front desk for access,,3,,Tesla Destination,https://www.tesla.com/destination-charging,03/01/2019,,1400 El Camino Real,Menlo Park,CA,94025,"(37.456322, -122.187798)"
Boardwalk Chevrolet,,650-249-4032,Public,"9am-8pm M-F, 9am-7pm Sat, 11am-6pm Sun",,1,,,,11/15/2017,,544 E Bayshore Rd,Redwood City,CA,94063,"(37.49582, -122.230201)"
SHC,"RWCOPCEV10
RWCOPCEV1; Garage level 1 
RWCOPCEV2; Garage level 1 
RWCOPCEV3; Garage level 1 
RWCOPCEV4; Garage level 1 
RWCOPCEV5; Garage level 1 
RWCOPCEV6; Garage level 1 
RWCOPCEV7; Garage level 1 
RWCOPCEV8; Garage level 1 
RWCOPCEV9; Garage level 1",888-758-4389,Public,24 hours daily,,18,,ChargePoint Network,http://www.chargepoint.com/,,,460 Broadway,Redwood City,CA,94063,"(37.485559, -122.203505)"
MILLBRAE,"446 BROADWAY #1; Entrance from El Camiino and Broadway
446 BROADWAY #2; Entrance from El Camino or Broadway",888-758-4389,Public,24 hours daily,,4,,ChargePoint Network,http://www.chargepoint.com/,,,446 Broadway,Millbrae,CA,94030,"(37.602215, -122.39307)"
MPCSD,UPPER CAMPUS; Visitor Parking Area in Front of School,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,275 Elliott Dr,Menlo Park,CA,94025,"(37.4595416, -122.1493812)"
Airbnb Pescadero - Tesla Destination,,,Private,Available for Airbnb patrons only; for Tesla use only,,1,,Tesla Destination,https://www.tesla.com/destination-charging,11/01/2018,,10299 Cabrillo Highway,Pescadero,CA,94060,"(37.214859, -122.407418)"
THE COVE EV,GL1 5; Level 1,888-758-4389,Public,24 hours daily,,1,,ChargePoint Network,http://www.chargepoint.com/,,,271-299 Oyster Point Blvd,South San Francisco,CA,94080,"(37.6624972, -122.3970185)"
SAN MATEO CNTY,COYOTE POINT #1; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,"1701 Coyote Point Drive Coyote Point Park, Magic Mountain Playground",San Mateo,CA,94401,"(37.5874343, -122.3290566)"
WALMART.COM,"SAN BRUNO ST1; Located at P2 For wal Mart employees only
SAN BRUNO ST2; For Employees Only, not for public use.
SAN BRUNO STA3; Located on 2nd level garage floor. For Employees Only, not for public use.
SAN BRUNO STAT1; Located on 2nd level garage floor. For Employees Only, not for public use.
SAN BRUNO STAT2; Located on 2nd level garage floor. For Employees Only, not for public use.
SAN BRUNO STAT4; Located on 2nd level garage floor. For Employees Only, not for public use.",888-758-4389,Public,24 hours daily,,12,,ChargePoint Network,http://www.chargepoint.com/,,,850 Cherry Ave,San Bruno,CA,94066,"(37.627106, -122.424557)"
CITY OF REDWOOD,RED MORTON RGHT,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1120 Roosevelt Ave,Redwood City,CA,94061,"(37.4723387, -122.2353442)"
STANFORD,RWC L3 3,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,2858 Bay Rd,Redwood City,CA,94063,"(37.4836513, -122.2037542)"
CAN,CAN LOT 1 ST1,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,4200 Farm Hille BLVD,Redwood City,CA,94061,"(37.4487816, -122.2647608)"
Linda Mar Shopping Center,,877-455-3833,Public - Card key at all times,24 hours daily; EVgo network subscription and key fob required,,,4,eVgo Network,https://www.evgo.com/,,,1227 Linda Mar Shopping Ctr,Pacifica,CA,94044,"(37.593529, -122.503296)"
FACEBOOK,MPK 15-5; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,15 Hacker Way Building 15,Menlo Park,CA,94025,"(37.4839153, -122.1476857)"
Lucky,,877-455-3833,Public - Card key at all times,24 hours daily; EVgo network subscription and key fob required,,1,4,eVgo Network,https://www.evgo.com/,,,6843 Mission St,Daly City,CA,94014,"(37.69826, -122.46329)"
CCSF - SFO,SFO LOT C-2; Domestic Parking Garage Level 1 Section C,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,San Francisco International Airport Domestic Garage,South San Francisco,CA,94128,"(37.6159112, -122.3851667)"
PARK PLACE,EV A; Drive down ramp to basement level and follow signs to EV charging stations,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1100 Park Pl Basement Garage,San Mateo,CA,94403,"(37.5450947, -122.2909852)"
SAN MATEO CNTY,SC AIRPORT #1; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,620 Airport Way San Carlos Airport,San Carlos,CA,94070,"(37.5154928, -122.250601)"
888 SAN MATEO,"NORTH; For use by residents only
SOUTH; For use by residents only",888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,888 N San Mateo Dr,San Mateo,CA,94401,"(37.576945, -122.338389)"
FACEBOOK,"MPK 28 10; -
MPK 28 8; -
MPK 28 9; -
MPK 28GW 1; -
MPK 28GW 2; -",888-758-4389,Public,24 hours daily,,10,,ChargePoint Network,http://www.chargepoint.com/,,,164 Jefferson Dr. MPK 28,Menlo Park,CA,94025,"(37.481634, -122.172448)"
CITY OF REDWOOD,PUBLIC WORKS; IN BACK OF PARKING LOT,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1400 Broadway,Redwood City,CA,94063,"(37.4875914, -122.2161394)"
FACEBOOK,MPK 16-1; -,888-758-4389,Public,24 hours daily,,2,,ChargePoint Network,http://www.chargepoint.com/,,,1 Hacker Way Building 16,Menlo Park,CA,94025,"(37.4859723, -122.1487916)"
CCSF - SFO,"SFO LOT A-1; Domestic Garage Level 1 Section A/B
SFO LOT A-2; Domestic Garage Level 1 Section A/B
SFO LOT A-3; Domestic Garage Level 1 Section A-B
SFO LOT A-4; Domestic Garage Level 1 Section A-B
SFO LOT A-5; Domestic Garage Level 1 Section A-B
SFO LOT A-6; Domestic Garage Level 1 Section A/B
SFO LOT B-3; Domestic Garage Level 1 Section B
SFO LOT C-1; Domestic Parking Garage Level 1 Section C
SFO LOT C-3; Domestic Garage Level 1 Section C
SFO LOT C-4; Domestic Garage Level 1 Section C
SFO LOT C-5; Domestic Garage Level 1 Section C
SFO LOT C-6; Domestic Parking Garage Level 1 Section C
SFO LOT D-1; Domestic Garage Level 1 Section D
SFO LOT D-2; Domestic Garage Level 1 Section D
SFO LOT D-3; Domestic Garage Level 1 Section D
SFO LOT E-1; Domestic Garage Level 1 Section E
SFO LOT E-2; Domestic Garage Level 1 Section E
SFO LOT E-3; Domestic Garage Level 1 Section E
SFO LOT E-4; Domestic Garage Level 1 Section E
SFO LOT E-5; Domestic Garage Level 1 Section E
SFO LOT E-6; Domestic Garage Level 1 Section E
SFO LOT F-10; Domestic Garage Level 1 Section F
SFO LOT F-11; Domestic Garage Level 1 Section F
SFO LOT F-12; Domestic Garage Level 1 Section F
SFO LOT F-13; Domestic Garage Level 1 Section F
SFO LOT F-14; Domestic Garage Level 1 Section F
SFO LOT F-3; Domestic Garage Level 1 Section F
SFO LOT F-4; Domestic Garage Level 1 Section F
SFO LOT F-5; Domestic Garage Level 1 Section F
SFO LOT F-6; Domestic Garage Level 1 Section F
SFO LOT F-7; Domestic Garage Level 1 Section F
SFO LOT F-8; Domestic Garage Level 1 Section F
SFO LOT F-9; Domestic Garage Level 1 Section F
SFO LOT G-1; Domestic Garage Level 1 Section F-G
SFO LOT G-2; Domestic Garage Level 1 Section F-G",888-758-4389,Public,24 hours daily,,70,,ChargePoint Network,http://www.chargepoint.com/,,,San Francisco International Airport Domestic Garage,San Francisco,CA,94128,"(37.6154174, -122.38639)"
